scenario,jurisdiction,source,date,day_model,rate
Italy,Canada,Canada,2020-03-02,9,0.2507891285669063
Italy,Canada,Canada,2020-03-03,10,0.19682087459865238
Italy,Canada,Canada,2020-03-04,11,0.22851603129380907
Italy,Canada,Canada,2020-03-05,12,0.20360020637798415
Italy,Canada,Canada,2020-03-06,13,0.20344841524258644
Italy,Canada,Canada,2020-03-07,14,0.20111741291158414
Italy,Canada,Canada,2020-03-08,15,0.22704333883751004
Italy,Canada,Canada,2020-03-09,16,0.2279251730526776
Italy,Canada,Canada,2020-03-10,17,0.23319337228639408
Italy,Canada,Canada,2020-03-11,18,0.2349120844626226
Italy,Canada,Canada,2020-03-12,19,0.2466282208424361
Italy,Canada,Canada,2020-03-13,20,0.21329907721917485
Italy,Canada,Canada,2020-03-14,21,0.219941662007455
Italy,Canada,Canada,2020-03-15,22,0.23097898456662774
Italy,Canada,Canada,2020-03-16,23,0.205229886875084
Italy,Canada,Canada,2020-03-17,24,0.1770283802837469
Italy,Canada,Canada,2020-03-18,25,0.17547172284292434
Italy,Canada,Canada,2020-03-19,26,0.16968410174832257
Italy,Canada,Canada,2020-03-20,27,0.14407438035613726
Italy,Canada,Canada,2020-03-21,28,0.1309946560355546
Italy,Canada,Canada,2020-03-22,29,0.13836351913093486
Italy,Canada,Canada,2020-03-23,30,0.13156199505328064
Italy,Canada,Canada,2020-03-24,31,0.13000495099537612
Italy,Canada,Canada,2020-03-25,32,0.1256693748872741
Italy,Canada,Canada,2020-03-26,33,0.12261325022097992
Italy,Canada,Canada,2020-03-27,34,0.11534636805895707
Italy,Canada,Canada,2020-03-28,35,0.11019477660824223
Italy,Canada,Canada,2020-03-29,36,0.11077631939830941
Italy,Canada,Canada,2020-03-30,37,0.10892871890002212
Italy,Canada,Canada,2020-03-31,38,0.09788496242386614
Italy,Canada,Canada,2020-04-01,39,0.09378808186602251
Italy,Canada,Italy,2020-04-02,40,0.08977442181723047
Italy,Canada,Italy,2020-04-03,41,0.08260869235727952
Italy,Canada,Italy,2020-04-04,42,0.07759779027255365
Italy,Canada,Italy,2020-04-05,43,0.07220791368932482
Italy,Canada,Italy,2020-04-06,44,0.06357532529246286
Italy,Canada,Italy,2020-04-07,45,0.05720911073939565
Italy,Canada,Italy,2020-04-08,46,0.052890064739268855
Italy,Canada,Italy,2020-04-09,47,0.048036095377133055
Italy,Canada,Italy,2020-04-10,48,0.043848600244213186
Italy,Canada,Italy,2020-04-11,49,0.04081375388188423
Italy,Canada,Italy,2020-04-12,50,0.03804344593322583
Italy,Canada,Italy,2020-04-13,51,0.03438682213242705
Italy,Canada,Italy,2020-04-14,52,0.032393172626842416
Italy,Canada,Italy,2020-04-15,53,0.03186437691889074
Italy,Canada,Italy,2020-04-16,54,0.030464770649851137
Italy,Canada,Italy,2020-04-17,55,0.029098095010948906
Italy,Canada,Italy,2020-04-18,56,0.028463651713270127
Italy,Canada,Italy,2020-04-19,57,0.026982288213895367
Italy,Canada,Italy,2020-04-20,58,0.02558881848408207
Italy,Canada,Italy,2020-04-21,59,0.0240719924113726
Italy,Canada,Italy,2020-04-22,60,0.024072649916490756
Italy,Canada,Italy,2020-04-23,61,0.022882204677826697
Italy,Canada,Italy,2020-04-24,62,0.021668986188813782
Italy,Canada,Italy,2020-04-25,63,0.020447066725143397
Italy,Canada - Quebec,Canada - Quebec,2020-03-11,9,0.3368654284783317
Italy,Canada - Quebec,Canada - Quebec,2020-03-12,10,0.3253293021881071
Italy,Canada - Quebec,Canada - Quebec,2020-03-13,11,0.21458856144736632
Italy,Canada - Quebec,Canada - Quebec,2020-03-14,12,0.22181209703969623
Italy,Canada - Quebec,Canada - Quebec,2020-03-15,13,0.24844203276054105
Italy,Canada - Quebec,Canada - Quebec,2020-03-16,14,0.2518090361275444
Italy,Canada - Quebec,Canada - Quebec,2020-03-17,15,0.2511741154926238
Italy,Canada - Quebec,Canada - Quebec,2020-03-18,16,0.2568657390157885
Italy,Canada - Quebec,Canada - Quebec,2020-03-19,17,0.2688947427460371
Italy,Canada - Quebec,Canada - Quebec,2020-03-20,18,0.20672848190618914
Italy,Canada - Quebec,Canada - Quebec,2020-03-21,19,0.19206767956046078
Italy,Canada - Quebec,Canada - Quebec,2020-03-22,20,0.18706767956046078
Italy,Canada - Quebec,Canada - Quebec,2020-03-23,21,0.16843503370844587
Italy,Canada - Quebec,Canada - Quebec,2020-03-24,22,0.16963991432344408
Italy,Canada - Quebec,Canada - Quebec,2020-03-25,23,0.16553482401145722
Italy,Canada - Quebec,Canada - Quebec,2020-03-26,24,0.1583984268169205
Italy,Canada - Quebec,Canada - Quebec,2020-03-27,25,0.15547623271115152
Italy,Canada - Quebec,Canada - Quebec,2020-03-28,26,0.1412012803267445
Italy,Canada - Quebec,Canada - Quebec,2020-03-29,27,0.13827662490421716
Italy,Canada - Quebec,Canada - Quebec,2020-03-30,28,0.1373628693689673
Italy,Canada - Quebec,Canada - Quebec,2020-03-31,29,0.12489471338229279
Italy,Canada - Quebec,Canada - Quebec,2020-04-01,30,0.1202832441995694
Italy,Canada - Quebec,Italy,2020-04-02,31,0.11592005587039163
Italy,Canada - Quebec,Italy,2020-04-03,32,0.10243728655017217
Italy,Canada - Quebec,Italy,2020-04-04,33,0.09546938861137176
Italy,Canada - Quebec,Italy,2020-04-05,34,0.08977442181723047
Italy,Canada - Quebec,Italy,2020-04-06,35,0.08260869235727952
Italy,Canada - Quebec,Italy,2020-04-07,36,0.07759779027255365
Italy,Canada - Quebec,Italy,2020-04-08,37,0.07220791368932482
Italy,Canada - Quebec,Italy,2020-04-09,38,0.06357532529246286
Italy,Canada - Quebec,Italy,2020-04-10,39,0.05720911073939565
Italy,Canada - Quebec,Italy,2020-04-11,40,0.052890064739268855
Italy,Canada - Quebec,Italy,2020-04-12,41,0.048036095377133055
Italy,Canada - Quebec,Italy,2020-04-13,42,0.043848600244213186
Italy,Canada - Quebec,Italy,2020-04-14,43,0.04081375388188423
Italy,Canada - Quebec,Italy,2020-04-15,44,0.03804344593322583
Italy,Canada - Quebec,Italy,2020-04-16,45,0.03438682213242705
Italy,Canada - Quebec,Italy,2020-04-17,46,0.032393172626842416
Italy,Canada - Quebec,Italy,2020-04-18,47,0.03186437691889074
Italy,Canada - Quebec,Italy,2020-04-19,48,0.030464770649851137
Italy,Canada - Quebec,Italy,2020-04-20,49,0.029098095010948906
Italy,Canada - Quebec,Italy,2020-04-21,50,0.028463651713270127
Italy,Canada - Quebec,Italy,2020-04-22,51,0.026982288213895367
Italy,Canada - Quebec,Italy,2020-04-23,52,0.02558881848408207
Italy,Canada - Quebec,Italy,2020-04-24,53,0.0240719924113726
Italy,Canada - Quebec,Italy,2020-04-25,54,0.024072649916490756
Italy,Canada - Quebec,Italy,2020-04-26,55,0.022882204677826697
Italy,Canada - Quebec,Italy,2020-04-27,56,0.021668986188813782
Italy,Canada - Quebec,Italy,2020-04-28,57,0.020447066725143397
Italy,Canada - Ontario,Canada - Ontario,2020-03-08,9,0.3069338423367678
Italy,Canada - Ontario,Canada - Ontario,2020-03-09,10,0.3318380568961548
Italy,Canada - Ontario,Canada - Ontario,2020-03-10,11,0.31671025303595657
Italy,Canada - Ontario,Canada - Ontario,2020-03-11,12,0.270795220356218
Italy,Canada - Ontario,Canada - Ontario,2020-03-12,13,0.2860636628091265
Italy,Canada - Ontario,Canada - Ontario,2020-03-13,14,0.27052481569133197
Italy,Canada - Ontario,Canada - Ontario,2020-03-14,15,0.2809004395421331
Italy,Canada - Ontario,Canada - Ontario,2020-03-15,16,0.2760271451951546
Italy,Canada - Ontario,Canada - Ontario,2020-03-16,17,0.23582061706592114
Italy,Canada - Ontario,Canada - Ontario,2020-03-17,18,0.16897428927730174
Italy,Canada - Ontario,Canada - Ontario,2020-03-18,19,0.16076058497065676
Italy,Canada - Ontario,Canada - Ontario,2020-03-19,20,0.1475578194555095
Italy,Canada - Ontario,Canada - Ontario,2020-03-20,21,0.12902648535324115
Italy,Canada - Ontario,Canada - Ontario,2020-03-21,22,0.10770155340013457
Italy,Canada - Ontario,Canada - Ontario,2020-03-22,23,0.12277185968794244
Italy,Canada - Ontario,Canada - Ontario,2020-03-23,24,0.11965748533180808
Italy,Canada - Ontario,Canada - Ontario,2020-03-24,25,0.11437242499056796
Italy,Canada - Ontario,Canada - Ontario,2020-03-25,26,0.10924787033455413
Italy,Canada - Ontario,Canada - Ontario,2020-03-26,27,0.10558444325186916
Italy,Canada - Ontario,Canada - Ontario,2020-03-27,28,0.09492623500340813
Italy,Canada - Ontario,Canada - Ontario,2020-03-28,29,0.09526369499029541
Italy,Canada - Ontario,Canada - Ontario,2020-03-29,30,0.0981167864693496
Italy,Canada - Ontario,Canada - Ontario,2020-03-30,31,0.09664406040589886
Italy,Canada - Ontario,Canada - Ontario,2020-03-31,32,0.08090828595627297
Italy,Canada - Ontario,Canada - Ontario,2020-04-01,33,0.0748537569665723
Italy,Canada - Ontario,Italy,2020-04-02,34,0.07220791368932482
Italy,Canada - Ontario,Italy,2020-04-03,35,0.06357532529246286
Italy,Canada - Ontario,Italy,2020-04-04,36,0.05720911073939565
Italy,Canada - Ontario,Italy,2020-04-05,37,0.052890064739268855
Italy,Canada - Ontario,Italy,2020-04-06,38,0.048036095377133055
Italy,Canada - Ontario,Italy,2020-04-07,39,0.043848600244213186
Italy,Canada - Ontario,Italy,2020-04-08,40,0.04081375388188423
Italy,Canada - Ontario,Italy,2020-04-09,41,0.03804344593322583
Italy,Canada - Ontario,Italy,2020-04-10,42,0.03438682213242705
Italy,Canada - Ontario,Italy,2020-04-11,43,0.032393172626842416
Italy,Canada - Ontario,Italy,2020-04-12,44,0.03186437691889074
Italy,Canada - Ontario,Italy,2020-04-13,45,0.030464770649851137
Italy,Canada - Ontario,Italy,2020-04-14,46,0.029098095010948906
Italy,Canada - Ontario,Italy,2020-04-15,47,0.028463651713270127
Italy,Canada - Ontario,Italy,2020-04-16,48,0.026982288213895367
Italy,Canada - Ontario,Italy,2020-04-17,49,0.02558881848408207
Italy,Canada - Ontario,Italy,2020-04-18,50,0.0240719924113726
Italy,Canada - Ontario,Italy,2020-04-19,51,0.024072649916490756
Italy,Canada - Ontario,Italy,2020-04-20,52,0.022882204677826697
Italy,Canada - Ontario,Italy,2020-04-21,53,0.021668986188813782
Italy,Canada - Ontario,Italy,2020-04-22,54,0.020447066725143397
Italy,Canada - Alberta,Canada - Alberta,2020-03-16,9,0.15744034548382374
Italy,Canada - Alberta,Canada - Alberta,2020-03-17,10,0.15504570946849808
Italy,Canada - Alberta,Canada - Alberta,2020-03-18,11,0.15465990699936227
Italy,Canada - Alberta,Canada - Alberta,2020-03-19,12,0.1373068896463449
Italy,Canada - Alberta,Canada - Alberta,2020-03-20,13,0.10568295802241329
Italy,Canada - Alberta,Canada - Alberta,2020-03-21,14,0.09838778406057266
Italy,Canada - Alberta,Canada - Alberta,2020-03-22,15,0.08655203526830213
Italy,Canada - Alberta,Canada - Alberta,2020-03-23,16,0.081721117393906
Italy,Canada - Alberta,Canada - Alberta,2020-03-24,17,0.07709148776427636
Italy,Canada - Alberta,Canada - Alberta,2020-03-25,18,0.06427097494376355
Italy,Canada - Alberta,Canada - Alberta,2020-03-26,19,0.05499894429242255
Italy,Canada - Alberta,Canada - Alberta,2020-03-27,20,0.03940798568675807
Italy,Canada - Alberta,Canada - Alberta,2020-03-28,21,0.044639790918563294
Italy,Canada - Alberta,Canada - Alberta,2020-03-29,22,0.037295158150201714
Italy,Canada - Alberta,Canada - Alberta,2020-03-30,23,0.04135212122355823
Italy,Canada - Alberta,Canada - Alberta,2020-03-31,24,0.03988820671616546
Italy,Canada - Alberta,Canada - Alberta,2020-04-01,25,0.04642415442858376
Italy,Canada - Alberta,Italy,2020-04-02,26,0.043848600244213186
Italy,Canada - Alberta,Italy,2020-04-03,27,0.04081375388188423
Italy,Canada - Alberta,Italy,2020-04-04,28,0.03804344593322583
Italy,Canada - Alberta,Italy,2020-04-05,29,0.03438682213242705
Italy,Canada - Alberta,Italy,2020-04-06,30,0.032393172626842416
Italy,Canada - Alberta,Italy,2020-04-07,31,0.03186437691889074
Italy,Canada - Alberta,Italy,2020-04-08,32,0.030464770649851137
Italy,Canada - Alberta,Italy,2020-04-09,33,0.029098095010948906
Italy,Canada - Alberta,Italy,2020-04-10,34,0.028463651713270127
Italy,Canada - Alberta,Italy,2020-04-11,35,0.026982288213895367
Italy,Canada - Alberta,Italy,2020-04-12,36,0.02558881848408207
Italy,Canada - Alberta,Italy,2020-04-13,37,0.0240719924113726
Italy,Canada - Alberta,Italy,2020-04-14,38,0.024072649916490756
Italy,Canada - Alberta,Italy,2020-04-15,39,0.022882204677826697
Italy,Canada - Alberta,Italy,2020-04-16,40,0.021668986188813782
Italy,Canada - Alberta,Italy,2020-04-17,41,0.020447066725143397
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-03,9,0.08398792565459232
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-04,10,0.09986094152760819
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-05,11,0.09093237009903676
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-06,12,0.07704348121014787
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-07,13,0.0777696976226388
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-08,14,0.10700946370451014
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-09,15,0.07830576000080644
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-10,16,0.1049724266674731
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-11,17,0.11076233568318856
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-12,18,0.1202861452069981
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-13,19,0.10441312933398222
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-14,20,0.10039266149772491
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-15,21,0.11178867289373631
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-16,22,0.11163667410972658
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-17,23,0.08702653765748486
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-18,24,0.09350801913896635
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-19,25,0.07290195853290574
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-20,26,0.058565040970181725
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-21,27,0.0701140283812381
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-22,28,0.07494494625563423
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-23,29,0.07665059927707674
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-24,30,0.06821755084402831
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-25,31,0.05674065564620287
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-26,32,0.05638453029007751
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-27,33,0.045273419178966406
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-28,34,0.046071523680774606
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-29,35,0.0473635133448573
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-30,36,0.03012213403451247
Italy,Canada - British Columbia,Canada - British Columbia,2020-03-31,37,0.030229487765054606
